epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.5026955604553223,0.8434226512908936,0.0010000000474974513,1.4397213459014893,0.6480686664581299,0.3322697877883911,0.49395161867141724,0.8469028472900391,1.326288104057312,0.7085492014884949,0.27570563554763794
1,0.375,0.7574870586395264,0.0010000000474974513,0.802442193031311,0.625,0.3125,0.42105263471603394,0.8024007081985474,0.7393456101417542,0.75,0.31578946113586426
2,0.6040268540382385,0.9038755297660828,0.0010000000474974513,1.086867094039917,0.7626357078552246,0.4482341408729553,0.6088709831237793,0.9169079065322876,0.9980772733688354,0.7696202397346497,0.45967742800712585
3,0.59375,0.89404296875,0.0010000000474974513,0.6204684972763062,0.8125,0.40625,0.6842105388641357,0.9226685166358948,0.45788440108299255,0.8333333134651184,0.5263158082962036
4,0.6195400953292847,0.9152712821960449,0.0010000000474974513,1.0028048753738403,0.7611265778541565,0.48168113827705383,0.5735887289047241,0.903204083442688,1.0764700174331665,0.782741129398346,0.3886088728904724
5,0.59375,0.91748046875,0.0010000000474974513,0.4186834990978241,0.8333333134651184,0.46875,0.5789473652839661,0.8963527679443359,0.5434002876281738,0.8888888955116272,0.42105263471603394
6,0.6276817917823792,0.9216580390930176,0.0010000000474974513,0.9448731541633606,0.758272647857666,0.5042358636856079,0.6764112710952759,0.9360252022743225,0.8926383256912231,0.8462867140769958,0.49395161867141724
7,0.71875,0.9707844853401184,0.0010000000474974513,0.39643850922584534,0.8500000238418579,0.53125,0.6842105388641357,0.9457525014877319,0.40681782364845276,0.9166666865348816,0.5789473652839661
8,0.643415093421936,0.9255320429801941,0.0010000000474974513,0.9142828583717346,0.7705187201499939,0.516448438167572,0.7162298560142517,0.9513745307922363,0.7727068066596985,0.841176450252533,0.5766128897666931
9,0.6875,0.9383952021598816,0.0010000000474974513,0.4498850703239441,0.7599999904632568,0.59375,0.5789473652839661,0.9282086491584778,0.481180340051651,0.6428571343421936,0.4736842215061188
