epoch,accuracy,auc,loss,lr,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.41633114218711853,0.7726459503173828,2.2353639602661133,0.001,0.4898068606853485,0.2297433316707611,0.5231854915618896,0.8553410172462463,1.299237608909607,0.6559678912162781,0.3296371102333069
1,0.4906894862651825,0.8344690203666687,1.465883731842041,0.001,0.6382816433906555,0.31592854857444763,0.5730846524238586,0.8913231492042542,1.1389081478118896,0.755329966545105,0.375
2,0.5239053964614868,0.8559824824333191,1.320029377937317,0.001,0.6792680025100708,0.3549320697784424,0.6214717626571655,0.913223385810852,1.0286983251571655,0.8171936869621277,0.41683468222618103
3,0.5450427532196045,0.8754627108573914,1.2524335384368896,0.001,0.7066759467124939,0.38223451375961304,0.5529233813285828,0.8890343904495239,1.142656922340393,0.7091237306594849,0.39566531777381897
4,0.555863082408905,0.8770478963851929,1.2106168270111084,0.001,0.6999566555023193,0.40651735663414,0.5544354915618896,0.8931525945663452,1.1261656284332275,0.6990459561347961,0.40625
5,0.5452944040298462,0.8770820498466492,1.1876164674758911,0.001,0.6871017217636108,0.3934323191642761,0.5665322542190552,0.8835164904594421,1.172284483909607,0.7097872495651245,0.4203628897666931
6,0.5629088878631592,0.8890047669410706,1.1450387239456177,0.001,0.705796480178833,0.42589330673217773,0.6345766186714172,0.9266781806945801,0.9488407373428345,0.8111313581466675,0.44808468222618103
7,0.5859335660934448,0.8975193500518799,1.0861889123916626,0.001,0.7266532778739929,0.45621541142463684,0.6638104915618896,0.932513415813446,0.8971143960952759,0.7908545732498169,0.5317540168762207
8,0.567186713218689,0.8925963640213013,1.1032713651657104,0.001,0.7074457406997681,0.4387267231941223,0.6139112710952759,0.9143618941307068,1.0077967643737793,0.7445312738418579,0.4803427457809448
9,0.5768746733665466,0.8971359133720398,1.0730313062667847,0.001,0.7197265625,0.46363866329193115,0.5992943644523621,0.911288857460022,1.0231854915618896,0.7874439358711243,0.44254031777381897
10,0.5898339152336121,0.904395580291748,1.040165662765503,0.001,0.7222222089767456,0.4645193815231323,0.538306474685669,0.8805776834487915,1.1798449754714966,0.7170993685722351,0.4037298262119293
11,0.6060644388198853,0.907455563545227,0.9959957003593445,0.001,0.7241966128349304,0.48200803995132446,0.6733871102333069,0.9350187182426453,0.8815366625785828,0.8001480102539062,0.5448588728904724
12,0.6015349626541138,0.9072763919830322,1.0042994022369385,0.001,0.7133580446243286,0.4837695062160492,0.5307459831237793,0.8782750368118286,1.2128591537475586,0.6476643085479736,0.41229838132858276
13,0.6181429028511047,0.913666844367981,0.9584289789199829,0.001,0.7286723256111145,0.506165087223053,0.5725806355476379,0.8920850157737732,1.1317414045333862,0.7023907899856567,0.42943549156188965
14,0.6039255261421204,0.9124453067779541,0.970633327960968,0.001,0.7232635021209717,0.4952189326286316,0.6108871102333069,0.9069632291793823,1.0475995540618896,0.7415384650230408,0.4858871102333069
15,0.6221690773963928,0.9177902936935425,0.9301509857177734,0.001,0.7417987585067749,0.5064167380332947,0.632056474685669,0.923247754573822,0.9541803002357483,0.7644444704055786,0.5201612710952759
16,0.6133618354797363,0.9166242480278015,0.9164422154426575,0.001,0.7259907126426697,0.5117010474205017,0.6184476017951965,0.9195009469985962,0.974877119064331,0.7638266086578369,0.5151209831237793
17,0.6489682793617249,0.9316343069076538,0.8033283352851868,0.000100000005,0.7756688594818115,0.5398842692375183,0.6653226017951965,0.9383121728897095,0.8570911288261414,0.7866857647895813,0.553931474685669
18,0.6546301245689392,0.9350022673606873,0.7634136080741882,0.000100000005,0.7683202624320984,0.5553598403930664,0.6607862710952759,0.9391408562660217,0.8511844873428345,0.7830725312232971,0.5549395084381104
19,0.6662053465843201,0.9379866719245911,0.7442627549171448,0.000100000005,0.7718237042427063,0.5617765188217163,0.6557459831237793,0.9365319609642029,0.8705582022666931,0.7688512802124023,0.5498992204666138
20,0.6690991520881653,0.9395367503166199,0.7389388680458069,0.000100000005,0.7720826864242554,0.5685707330703735,0.6678427457809448,0.9394650459289551,0.8487903475761414,0.7767795324325562,0.5665322542190552
21,0.6774030923843384,0.9410963654518127,0.7296380400657654,0.000100000005,0.7810071110725403,0.5815299153327942,0.6617943644523621,0.9378441572189331,0.8594222664833069,0.7732962369918823,0.5604838728904724
22,0.675641655921936,0.9404444098472595,0.7179126739501953,0.000100000005,0.7732950448989868,0.576371431350708,0.663306474685669,0.9365376234054565,0.8687783479690552,0.7628512382507324,0.5609878897666931
23,0.6692249774932861,0.9396181106567383,0.7186812162399292,0.000100000005,0.7653130292892456,0.5690739750862122,0.6612903475761414,0.9350221753120422,0.8794890642166138,0.768750011920929,0.5579637289047241
24,0.6791645884513855,0.9398109316825867,0.7150470018386841,0.000100000005,0.7768023014068604,0.5788877606391907,0.6829637289047241,0.9428336024284363,0.825463056564331,0.790267288684845,0.5811492204666138
