epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.44411027431488037,0.797487735748291,0.0010000000474974513,2.0525569915771484,0.48668885231018066,0.3665413558483124,0.41381049156188965,0.801733672618866,1.5804098844528198,0.5004541277885437,0.2777217626571655
1,0.34375,0.7537434101104736,0.0010000000474974513,0.7990522384643555,0.4736842215061188,0.28125,0.31578946113586426,0.7832409143447876,0.9337871074676514,0.2142857164144516,0.15789473056793213
2,0.5625313520431519,0.8851068615913391,0.0010000000474974513,1.1538952589035034,0.6620575189590454,0.44999998807907104,0.5448588728904724,0.8890508413314819,1.145324945449829,0.6832618117332458,0.40120968222618103
3,0.46875,0.8212076425552368,0.0010000000474974513,0.5000908374786377,0.4736842215061188,0.28125,0.6315789222717285,0.896583616733551,0.5458144545555115,0.7272727489471436,0.42105263471603394
4,0.58408522605896,0.8965409398078918,0.0010000000474974513,1.07723867893219,0.6805555820465088,0.47894737124443054,0.6466733813285828,0.9326961636543274,0.8947029709815979,0.7703549265861511,0.5579637289047241
5,0.5625,0.9131673574447632,0.0010000000474974513,0.43952828645706177,0.6363636255264282,0.4375,0.6315789222717285,0.9471375942230225,0.39511996507644653,0.7333333492279053,0.5789473652839661
6,0.6075187921524048,0.9127431511878967,0.0010000000474974513,1.00142502784729,0.7006401419639587,0.5211779475212097,0.6159273982048035,0.9179120659828186,1.0228297710418701,0.6853786110877991,0.5292338728904724
7,0.53125,0.8548176884651184,0.0010000000474974513,0.5983443260192871,0.5600000023841858,0.4375,0.6315789222717285,0.9228993654251099,0.47982487082481384,0.625,0.5263158082962036
8,0.6187970042228699,0.9160779118537903,0.0010000000474974513,0.9455083608627319,0.7081874012947083,0.5322055220603943,0.6552419066429138,0.9357464909553528,0.8797716498374939,0.8021722435951233,0.5211693644523621
9,0.625,0.9268392324447632,0.0010000000474974513,0.7138550281524658,0.6499999761581421,0.40625,0.8421052694320679,0.9729917049407959,0.32088080048561096,0.9285714030265808,0.6842105388641357
10,0.6192982196807861,0.9214853644371033,0.0010000000474974513,0.913823664188385,0.7104953527450562,0.5302004814147949,0.7061492204666138,0.9499277472496033,0.7665807604789734,0.8377254009246826,0.6088709831237793
11,0.71875,0.9745280146598816,0.0010000000474974513,0.36789852380752563,0.8399999737739563,0.65625,0.42105263471603394,0.9120498895645142,0.5151290893554688,0.6153846383094788,0.42105263471603394
12,0.6343358159065247,0.9238288998603821,0.0010000000474974513,0.8628638982772827,0.7201894521713257,0.5525062680244446,0.5015121102333069,0.8675242066383362,1.3242344856262207,0.5694050788879395,0.4052419364452362
13,0.5625,0.8836262822151184,0.0010000000474974513,0.3548303544521332,0.5714285969734192,0.375,0.5789473652839661,0.8183286786079407,0.8552849292755127,0.6153846383094788,0.42105263471603394
14,0.6201754212379456,0.9210234880447388,0.0010000000474974513,0.840868353843689,0.7021523118019104,0.5314536094665527,0.6764112710952759,0.95151287317276,0.751377284526825,0.7800801992416382,0.5882056355476379
15,0.59375,0.9431965351104736,0.00010000000474974513,0.15414881706237793,0.6071428656578064,0.53125,0.6842105388641357,0.953370213508606,0.39685115218162537,0.9166666865348816,0.5789473652839661
16,0.671553909778595,0.945681631565094,0.00010000000474974513,0.6930616497993469,0.7699391841888428,0.5867167711257935,0.6839717626571655,0.9493482112884521,0.7746599912643433,0.7910349369049072,0.6048387289047241
17,0.78125,0.9523111581802368,0.00010000000474974513,0.4096980094909668,0.8461538553237915,0.6875,0.5263158082962036,0.9162049293518066,0.4887979328632355,0.5384615659713745,0.3684210479259491
18,0.6933584213256836,0.9513951539993286,0.00010000000474974513,0.6195022463798523,0.7741884589195251,0.6126566529273987,0.6955645084381104,0.9520065188407898,0.7530492544174194,0.791773796081543,0.6209677457809448
19,0.71875,0.9640299081802368,0.00010000000474974513,0.35013672709465027,0.8461538553237915,0.6875,0.6842105388641357,0.9533703327178955,0.3736533522605896,0.800000011920929,0.6315789222717285
20,0.7008771896362305,0.9529531002044678,1.0000000656873453e-05,0.591172456741333,0.78125,0.6265664100646973,0.7011088728904724,0.9529796242713928,0.7465017437934875,0.7898089289665222,0.625
21,0.5625,0.9348145127296448,1.0000000656873453e-05,0.25992560386657715,0.5909090638160706,0.40625,0.6842105388641357,0.9642196893692017,0.3433268666267395,0.7058823704719543,0.6315789222717285
22,0.7026315927505493,0.9524645805358887,1.0000000656873453e-05,0.5968921780586243,0.7817522883415222,0.6216791868209839,0.7006048560142517,0.9533166885375977,0.7423424124717712,0.7915869951248169,0.6260080933570862
23,0.6875,0.9203287363052368,1.0000000656873453e-05,0.2670481204986572,0.7407407164573669,0.625,0.7894737124443054,0.98130202293396,0.2537434995174408,0.8235294222831726,0.7368420958518982
24,0.7022556662559509,0.9539009928703308,1.0000000656873453e-05,0.5768495798110962,0.7831268906593323,0.6258145570755005,0.7001007795333862,0.9534838199615479,0.7409749627113342,0.7868020534515381,0.625
