epoch,accuracy,auc_4,learning_rate,loss,precision_4,recall_4,val_accuracy,val_auc_4,val_loss,val_precision_4,val_recall_4
0,0.3719298243522644,0.7532573342323303,0.0010000000474974513,1.8713608980178833,0.4416617453098297,0.18784460425376892,0.5287298560142517,0.8650736212730408,1.2623083591461182,0.702793300151825,0.31703630089759827
1,0.5625,0.8570150136947632,0.0010000000474974513,0.8109952211380005,0.6818181872367859,0.46875,0.5263158082962036,0.9175900220870972,0.5459308624267578,1.0,0.2631579041481018
2,0.4944862127304077,0.8430217504501343,0.0010000000474974513,1.3359888792037964,0.6477774977684021,0.31228071451187134,0.609375,0.9080736637115479,1.09053635597229,0.8541919589042664,0.35433468222618103
3,0.46875,0.8846027851104736,0.0010000000474974513,0.6664474010467529,0.8571428656578064,0.375,0.5789473652839661,0.8524930477142334,0.6675872802734375,0.6000000238418579,0.15789473056793213
4,0.5140351057052612,0.8570312261581421,0.0010000000474974513,1.2367335557937622,0.6699029207229614,0.3458646535873413,0.5801411271095276,0.8987240791320801,1.0993497371673584,0.7442965507507324,0.3946572542190552
5,0.59375,0.9014485478401184,0.0010000000474974513,0.4864497482776642,0.6111111044883728,0.34375,0.6842105388641357,0.9494459629058838,0.3997344970703125,0.8666666746139526,0.6842105388641357
6,0.5077694058418274,0.8540187478065491,0.0010000000474974513,1.2183140516281128,0.6559844613075256,0.33859649300575256,0.586693525314331,0.9048389792442322,1.0834933519363403,0.7489878535270691,0.3729838728904724
7,0.71875,0.9481608271598816,0.0010000000474974513,0.2060784101486206,0.8095238208770752,0.53125,0.6315789222717285,0.9203600883483887,0.5335866808891296,0.7142857313156128,0.2631579041481018
8,0.54147869348526,0.8720264434814453,0.0010000000474974513,1.1618146896362305,0.6796137690544128,0.3880952298641205,0.6103830933570862,0.9187375903129578,1.0159716606140137,0.8118811845779419,0.41330644488334656
9,0.40625,0.8538411855697632,0.0010000000474974513,0.33963167667388916,0.5882353186607361,0.3125,0.5789473652839661,0.9365189671516418,0.4695318043231964,0.692307710647583,0.4736842215061188
10,0.545989990234375,0.8852165937423706,0.0010000000474974513,1.0933210849761963,0.6884856224060059,0.39937344193458557,0.5650201439857483,0.8746850490570068,1.2168062925338745,0.6960580945014954,0.33820563554763794
11,0.40625,0.7906087040901184,0.00010000000474974513,0.8092992305755615,0.4615384638309479,0.1875,0.42105263471603394,0.8644967675209045,0.6276809573173523,0.75,0.31578946113586426
12,0.5885964632034302,0.8990430235862732,0.00010000000474974513,0.9611214399337769,0.7522502541542053,0.4189223051071167,0.6184476017951965,0.9182921648025513,0.9930452704429626,0.7661564350128174,0.4541330635547638
13,0.65625,0.9568685293197632,0.00010000000474974513,0.37956660985946655,0.8999999761581421,0.5625,0.8421052694320679,0.96168053150177,0.3747566342353821,1.0,0.5263158082962036
14,0.6151629090309143,0.9146420359611511,0.00010000000474974513,0.890120804309845,0.763643741607666,0.4716792106628418,0.6330645084381104,0.9185819625854492,0.9848472476005554,0.7755775451660156,0.47379031777381897
15,0.53125,0.9090982675552368,0.00010000000474974513,0.31785088777542114,0.6521739363670349,0.46875,0.6842105388641357,0.9365189075469971,0.4266715347766876,0.9090909361839294,0.5263158082962036
16,0.6276942491531372,0.9176850318908691,0.00010000000474974513,0.8567227721214294,0.7615339756011963,0.49022555351257324,0.6451612710952759,0.9256792068481445,0.9421972036361694,0.778560221195221,0.5015121102333069
17,0.5625,0.901611328125,0.00010000000474974513,0.4262121319770813,0.7142857313156128,0.46875,0.7368420958518982,0.959602952003479,0.3535222113132477,0.8461538553237915,0.5789473652839661
18,0.6131578683853149,0.9144683480262756,0.00010000000474974513,0.8738634586334229,0.7476708292961121,0.482706755399704,0.6386088728904724,0.9169050455093384,0.9924675822257996,0.7606425881385803,0.47731855511665344
19,0.53125,0.9077962040901184,0.00010000000474974513,0.35369279980659485,0.6842105388641357,0.40625,0.6842105388641357,0.9584487080574036,0.37387949228286743,0.8333333134651184,0.5263158082962036
20,0.6324561238288879,0.9205808043479919,0.00010000000474974513,0.825600802898407,0.756470799446106,0.5017544031143188,0.6507056355476379,0.9241822361946106,0.9486300349235535,0.7743902206420898,0.5120967626571655
21,0.65625,0.889892578125,0.00010000000474974513,0.5471676588058472,0.7368420958518982,0.4375,0.7368420958518982,0.9746076464653015,0.28732043504714966,0.9285714030265808,0.6842105388641357
22,0.6402255892753601,0.9245734214782715,0.00010000000474974513,0.8176869750022888,0.761332094669342,0.5156641602516174,0.640625,0.9196487665176392,0.9759917855262756,0.7494322657585144,0.4989919364452362
23,0.5,0.8914387822151184,0.00010000000474974513,0.4847090542316437,0.6000000238418579,0.375,0.4736842215061188,0.8065558671951294,0.7946299910545349,0.4285714328289032,0.31578946113586426
24,0.6414787173271179,0.9232661724090576,0.00010000000474974513,0.8228440284729004,0.7638683319091797,0.5176692008972168,0.6517137289047241,0.9280017614364624,0.925290584564209,0.7725926041603088,0.5257056355476379
