epoch,accuracy,auc_3,learning_rate,loss,precision_3,recall_3,val_accuracy,val_auc_3,val_loss,val_precision_3,val_recall_3
0,0.6726816892623901,0.9384175539016724,0.0010000000474974513,0.6771332621574402,0.7557787299156189,0.5941102504730225,0.7288306355476379,0.9499889612197876,0.7742066979408264,0.8254071474075317,0.6386088728904724
1,0.78125,0.9733886122703552,0.0010000000474974513,0.17352542281150818,0.8571428656578064,0.75,0.7894737124443054,0.9335180521011353,0.5301207900047302,0.8666666746139526,0.6842105388641357
2,0.6822054982185364,0.9421777129173279,0.0010000000474974513,0.6599946022033691,0.7654573917388916,0.6081453561782837,0.6950604915618896,0.9454994201660156,0.8154334425926208,0.7676143646240234,0.6260080933570862
3,0.78125,0.9586588740348816,0.0010000000474974513,0.20928892493247986,0.8518518805503845,0.71875,0.6842105388641357,0.954062819480896,0.38670241832733154,0.8333333134651184,0.5263158082962036
4,0.6843358278274536,0.9420467615127563,0.0010000000474974513,0.6625449061393738,0.7617181539535522,0.6088972687721252,0.6607862710952759,0.9352425932884216,0.8959794640541077,0.7325655817985535,0.5771169066429138
5,0.625,0.897216796875,0.0010000000474974513,0.5669385194778442,0.6666666865348816,0.5,0.7368420958518982,0.950600266456604,0.36923748254776,0.8125,0.6842105388641357
6,0.6857143044471741,0.940913200378418,0.0010000000474974513,0.6539576649665833,0.7604724168777466,0.605137825012207,0.6733871102333069,0.937311589717865,0.8693123459815979,0.7603414058685303,0.5836693644523621
7,0.53125,0.9150390028953552,0.0010000000474974513,0.35576754808425903,0.6666666865348816,0.5,0.8421052694320679,0.9729916453361511,0.31408455967903137,0.8571428656578064,0.6315789222717285
8,0.7005012631416321,0.9480243921279907,0.0010000000474974513,0.5939995646476746,0.7713320851325989,0.6298245787620544,0.7041330933570862,0.949775755405426,0.7753546237945557,0.7675840854644775,0.6325604915618896
9,0.75,0.9761556386947632,0.0010000000474974513,0.20371729135513306,0.8518518805503845,0.71875,0.5789473652839661,0.9205909371376038,0.5169834494590759,0.5882353186607361,0.5263158082962036
10,0.6963658928871155,0.9473250508308411,0.0010000000474974513,0.5882828235626221,0.7667175531387329,0.6293233036994934,0.7056451439857483,0.9482839703559875,0.7863100171089172,0.7763975262641907,0.6300403475761414
11,0.65625,0.9134927988052368,0.0010000000474974513,0.2239542454481125,0.8260869383811951,0.59375,0.6315789222717285,0.9307479858398438,0.48240336775779724,0.7058823704719543,0.6315789222717285
12,0.6969924569129944,0.9503811597824097,0.0010000000474974513,0.5728161334991455,0.7709035277366638,0.6308270692825317,0.7046371102333069,0.951381266117096,0.7649644613265991,0.7871939539909363,0.632056474685669
13,0.78125,0.9737955331802368,0.00010000000474974513,0.2636204957962036,0.7666666507720947,0.71875,0.6315789222717285,0.9443674683570862,0.3864974081516266,0.7142857313156128,0.5263158082962036
14,0.7276942133903503,0.9603651165962219,0.00010000000474974513,0.5017437934875488,0.8006700277328491,0.6588972210884094,0.6950604915618896,0.9488766193389893,0.7843211889266968,0.7768750190734863,0.6265121102333069
15,0.71875,0.9637858271598816,0.00010000000474974513,0.18608233332633972,0.807692289352417,0.65625,0.7894737124443054,0.9824562072753906,0.225136861205101,0.8235294222831726,0.7368420958518982
16,0.7317042350769043,0.9599758982658386,0.00010000000474974513,0.4899449348449707,0.8073950409889221,0.6676691770553589,0.7026209831237793,0.9506499171257019,0.767108142375946,0.7792288661003113,0.6315523982048035
17,0.75,0.977783203125,0.00010000000474974513,0.18507874011993408,0.8799999952316284,0.6875,0.8947368264198303,0.9935364127159119,0.14025214314460754,1.0,0.8421052694320679
18,0.7417293190956116,0.9623233675956726,0.00010000000474974513,0.47485846281051636,0.8119376301765442,0.6784461140632629,0.7046371102333069,0.9515933990478516,0.7619792819023132,0.7831994891166687,0.6391128897666931
19,0.75,0.9671223759651184,0.00010000000474974513,0.17761030793190002,0.8148148059844971,0.6875,0.6842105388641357,0.9418283104896545,0.4188384413719177,0.8461538553237915,0.5789473652839661
20,0.7411027550697327,0.9624894857406616,0.00010000000474974513,0.468106746673584,0.8091523051261902,0.6758145093917847,0.7021169066429138,0.951148271560669,0.7656781673431396,0.7825818657875061,0.6386088728904724
21,0.8125,0.9600422978401184,0.00010000000474974513,0.19535964727401733,0.8148148059844971,0.6875,0.7894737124443054,0.9639889597892761,0.31664755940437317,0.7857142686843872,0.5789473652839661
22,0.7390977740287781,0.9620794653892517,0.00010000000474974513,0.4622846841812134,0.8014078140258789,0.6705513596534729,0.7086693644523621,0.9532915353775024,0.7473652362823486,0.7859756350517273,0.6496976017951965
23,0.65625,0.968994140625,1.0000000656873453e-05,0.3217020630836487,0.7241379022598267,0.65625,0.9473684430122375,0.9990766644477844,0.10095133632421494,1.0,0.9473684430122375
24,0.7508772015571594,0.9651113152503967,1.0000000656873453e-05,0.4565678536891937,0.8175866603851318,0.6885964870452881,0.711693525314331,0.9535250663757324,0.7460358142852783,0.7873247861862183,0.6512096524238586
