epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.3828320801258087,0.7585787177085876,9.999999747378752e-05,1.6803808212280273,0.5702148675918579,0.14298245310783386,0.5786290168762207,0.8782410025596619,1.23935067653656,0.8173374533653259,0.2661290466785431
1,0.46875,0.81396484375,9.999999747378752e-05,0.4309132695198059,0.5714285969734192,0.125,0.31578946113586426,0.8492612838745117,0.6779164671897888,1.0,0.21052631735801697
2,0.5080200433731079,0.8471031188964844,9.999999747378752e-05,1.3111037015914917,0.6876046657562256,0.30864661931991577,0.5498992204666138,0.8805328607559204,1.2021498680114746,0.7400468587875366,0.31854838132858276
3,0.59375,0.8876138925552368,9.999999747378752e-05,0.4096810221672058,0.8125,0.40625,0.6315789222717285,0.8367959260940552,0.6874094605445862,0.5,0.2631579041481018
4,0.552882194519043,0.8744871616363525,9.999999747378752e-05,1.1671397686004639,0.715983510017395,0.3699248135089874,0.5428427457809448,0.8783084154129028,1.1999053955078125,0.6717123985290527,0.3578628897666931
5,0.59375,0.8545736074447632,9.999999747378752e-05,0.3333050012588501,0.875,0.4375,0.6315789222717285,0.9125115275382996,0.5291635990142822,0.7777777910232544,0.3684210479259491
6,0.5783208012580872,0.8902561068534851,9.999999747378752e-05,1.0798231363296509,0.7283051013946533,0.4259398579597473,0.6214717626571655,0.9061965942382812,1.0599431991577148,0.7888482809066772,0.4349798262119293
7,0.46875,0.8760579824447632,9.999999747378752e-05,0.9359071254730225,0.75,0.375,0.4736842215061188,0.8471837043762207,0.6533381342887878,0.8333333134651184,0.2631579041481018
8,0.6003759503364563,0.8993668556213379,9.999999747378752e-05,0.998763918876648,0.7381965517997742,0.456516295671463,0.663306474685669,0.9217524528503418,0.9705649614334106,0.7974276542663574,0.5
9,0.71875,0.9386392831802368,9.999999747378752e-05,0.525092363357544,0.7777777910232544,0.4375,0.7368420958518982,0.9741458892822266,0.33627158403396606,1.0,0.6842105388641357
